month,year,average_max_temp,average_min_temp,average_rain_mm,average_windspeed
Apr,2016,24.742650273224044,12.425956284153006,1.2187978142076503,16.182540983606557
Apr,2017,23.84139344262295,11.844371584699454,1.2209562841530055,14.21704918032787
Apr,2018,23.33603825136612,12.548907103825137,1.5021311475409838,14.932841530054644
Apr,2019,22.92704918032787,12.424371584699452,2.6033060109289616,15.164726775956284
Apr,2020,22.468469945355192,11.613661202185792,2.335601092896175,15.539535519125682
Apr,2021,25.01428961748634,11.56584699453552,0.9705737704918034,14.651830601092895
Aug,2016,21.822236911686936,6.857165520888419,0.4676626123744051,16.105473294553146
Aug,2017,20.169487043892122,6.698889476467477,0.6236647276573242,17.65420412480169
Aug,2018,20.412083553675306,7.089026969857219,0.8241142252776309,18.38611845584347
Aug,2019,22.59016393442623,8.06081438392385,0.26618191433104177,17.095029085140137
Aug,2020,19.980169222633528,5.71507139079852,0.5640401903754627,18.827842411422527
Aug,2021,20.088894764674773,6.508355367530407,0.886832363828662,18.225383395029084
Dec,2016,27.853886832363827,16.017874140666315,2.090613432046536,18.954997355896353
Dec,2017,26.23030142781597,14.635140137493389,2.479323109465891,19.469011105235325
Dec,2018,28.568746694870438,16.033315705975674,2.4356689582231628,19.41062929666843
Dec,2019,25.846166049709147,14.94169751454257,3.5207826546800636,19.183897408778424
Dec,2020,26.30735060814384,15.927657324167107,3.4015335801163404,18.007006874669486
Dec,2021,24.688736118455843,14.676784769962982,5.3073241671073506,18.345425700687464
Feb,2016,28.488807235726398,16.871028829847372,2.1840305257207464,17.860033917467497
Feb,2017,25.808752927400466,16.407289227166277,4.789754098360656,16.7885831381733
Feb,2018,26.435772833723654,16.078834894613586,2.7856850117096017,17.04680913348946
Feb,2019,27.202078454332554,16.32224824355972,3.5050351288056207,16.99604800936768
Feb,2020,26.872018089315997,16.29505370265687,3.590616167326173,16.59711701526286
Feb,2021,25.781206088992977,15.84320843091335,4.166042154566745,16.881469555035128
Jan,2016,28.45132205182443,17.271575885774723,2.7212057112638814,17.986012691697518
Jan,2017,26.227948175568486,15.775885774722369,4.070782654680063,17.76433104177684
Jan,2018,28.179296668429405,15.80579058699101,1.7478847170809095,18.84690639873083
Jan,2019,27.983659439450026,16.077525118984664,2.2513220518244315,19.100158646218933
Jan,2020,27.047382337387624,16.47760444209413,3.0996827075621365,17.45288207297726
Jan,2021,26.270280274986778,16.680803807509257,5.304997355896351,17.9151242728715
Jul,2016,18.01218931782126,4.972342675832893,1.3977260708619776,16.016684294024326
Jul,2017,19.963432046536223,5.5896879957694345,0.2565044949762031,15.46988365943945
Jul,2018,18.744473823373877,5.0223162347964045,0.518958223162348,14.928662083553675
Jul,2019,20.628820729772606,5.422633527234268,0.5221311475409837,16.697117927022738
Jul,2020,19.62927022739291,4.0577207826546795,0.485404547858276,16.162797461660496
Jul,2021,17.966155473294553,3.535536753040719,0.43789000528820726,16.258593336858805
Jun,2016,19.257677595628415,6.323688524590164,0.7380601092896175,15.245027322404372
Jun,2017,19.750409836065575,5.629398907103825,0.47882513661202186,16.41811475409836
Jun,2018,19.705409836065574,5.479426229508197,0.5000546448087432,15.239098360655737
Jun,2019,20.321120218579235,5.511857923497268,0.37866120218579236,14.928360655737706
Jun,2020,19.072868852459017,4.710765027322405,0.5412295081967213,14.692295081967213
Jun,2021,19.468770491803276,6.1099726775956285,0.916174863387978,15.667377049180327
Mar,2016,26.365573770491803,15.206795346377577,2.790692755156002,16.20150713907985
Mar,2017,26.556927551560022,14.14304600740349,1.010576414595452,15.60967741935484
Mar,2018,25.214806980433632,14.570042305658383,3.5285034373347433,16.390824960338445
Mar,2019,27.073083024854572,15.845452141723955,1.6393178212585933,16.514145954521418
Mar,2020,25.72514542570069,14.488683236382865,1.7524325753569538,15.663617133791645
Mar,2021,25.718402961396087,14.21136964569011,1.7851401374933897,15.702591221575885
May,2016,20.93804865150714,8.557429931253305,0.7825753569539925,14.315256478053941
May,2017,21.562559492332102,8.191565309360128,1.2557112638815442,13.804970914859863
May,2018,21.20928080380751,8.450819672131148,0.9641195134849286,15.057667900581702
May,2019,22.83553675304072,9.193469063987308,0.4047065044949762,13.251004759386568
May,2020,21.85867265996827,7.23164992067689,0.23870967741935484,13.659201480698043
May,2021,21.405526176626122,7.809069275515601,0.6920148069804336,14.703093601269169
Nov,2016,25.870327868852456,14.43448087431694,2.6521311475409832,19.56431693989071
Nov,2017,25.430874316939892,12.435737704918033,2.288114754098361,19.50431693989071
Nov,2018,26.35636612021858,12.90773224043716,1.218087431693989,19.803715846994535
Nov,2019,27.266147540983606,14.61497267759563,2.689863387978142,19.479918032786884
Nov,2020,25.25172131147541,14.05136612021858,3.2290437158469945,18.848524590163937
Nov,2021,25.102622950819672,13.201065573770492,2.4522677595628415,20.60691256830601
Oct,2016,25.183315705975676,11.932152300370175,1.22181385510312,19.4581438392385
Oct,2017,23.452062400846113,10.793151771549445,2.3309888947646744,19.57387625594923
Oct,2018,25.138524590163932,11.14978847170809,1.0897408778424114,18.253781068217876
Oct,2019,26.806081438392386,12.501797990481228,0.8242464304600741,20.235854045478582
Oct,2020,24.92548915917504,12.603437334743521,1.9425171866737176,19.004970914859864
Oct,2021,23.414225277630884,11.087414066631412,2.0281597038603913,19.789450026441035
Sep,2016,23.25483606557377,10.263196721311477,1.052622950819672,18.930109289617487
Sep,2017,24.479617486338796,10.332568306010929,0.626967213114754,18.48581967213115
Sep,2018,23.90685792349727,9.155765027322404,1.0023224043715846,19.687213114754098
Sep,2019,24.650054644808744,9.53743169398907,0.534863387978142,17.51743169398907
Sep,2020,23.0374043715847,9.523907103825136,0.7599453551912568,18.740901639344262
Sep,2021,23.45653005464481,9.940573770491802,0.9630601092896175,19.035874316939893
